company_name,website_url,business_description,main_products_services,talent_values,ceo_message,crawl_success,error
지엠코퍼레이션,https://www.gmcorporation.co.kr,"지엠코퍼레이션은 공공 SI/SM 분야의 전문 기업으로, 신뢰를 기반으로 디지털 공공서비스의 미래를 함께 만들어갑니다. 2021년 설립 이후 AI·MSA 등 신기술을 접목한 전문기업으로의 도약을 목표로 지속 성장 중입니다.",공공 SI/SM|Cloud|AI|DX 디지털 전환 기반 통합 서비스,,,True,
지케스,http://www.gkes.co.kr,㈜지케스는 고객의 비즈니스 성공을 위한 최상의 ICT 서비스를 제공합니다. Smart ICT를 지향하는 융합관리솔루션 전문업체입니다.,AI-BOT 인공지능을 탑재한 신패러다임 관제로봇|M.Cloud 365일 24시간 IT인프라 모니터링 서비스,,,True,
지피에이코리아,https://gpakorea.com,"GPA KOREA는 모바일 마케팅을 전문으로 하는 회사로, 다양한 마케팅 제안서를 통해 고객의 매출 상승을 지원합니다. 소프트웨어 개발 및 광고 대행 서비스를 제공하며, 고객사와의 성공적인 협업 사례를 강조합니다.",모바일 마케팅|소프트웨어 개발 및 공급|광고 대행,,,True,
진커뮤니케이션,http://jincom.alltheway.kr,,,,,True,
차병원바이오그룹,https://recruit.chamc.co.kr,,,,,False,페이지 크롤링 실패
채움솔루션,https://www.chaeums.com,"채움솔루션은 IT 솔루션을 제공하며, 고객의 성공을 목표로 혁신적인 서비스를 제공합니다. 복잡하지 않고 간단한 솔루션을 통해 비즈니스의 성장을 지원합니다.",IT 솔루션|비즈니스 혁신 서비스,,,True,
천명소프트,https://www.cmsoft.co.kr,"천명소프트는 리스크 관리 및 감사시스템, 준법관리 시스템, 이상 금융거래 방지 시스템 등 내부통제 관련 솔루션을 개발하고 관련 컨설팅 및 구축 서비스를 제공하는 전문 기업입니다. 고객의 업무에 효율적으로 활용할 수 있는 지능형 정보를 제공하여 사고를 예측하고 예방할 수 있도록 지원합니다.",SMART Plus 종합감사정보시스템|SMART Compliance 준법감시시스템,,,True,
첫눈소프트,https://bizno.net,첫눈소프트는 사업자등록번호를 통해 사업자 정보를 조회할 수 있는 서비스를 제공합니다. 이를 통해 사용자는 다양한 사업자의 정보를 쉽게 확인할 수 있습니다.,사업자등록번호조회|사업자정보 제공,,,True,
청년취업사관학교,https://aisesac.seoul.kr,청년취업사관학교는 AI 중심의 교육 프로그램을 제공하여 청년들에게 실무 중심의 역량을 키울 수 있도록 지원합니다. 다양한 기업과 협력하여 맞춤형 교육과정을 운영하고 있습니다.,AI⁺ 아카데미|채용 연계 프로그램,기업 요구에 최적화된 인재 매칭 솔루션을 제공하는 인재상,,True,
체스트넛,https://www.instagram.com,,,,,True,
출력홀딩스,https://www.29291004.com,"출력홀딩스는 다양한 인쇄 및 제본 서비스를 제공하는 기업입니다. 디지털 인쇄, 출력, 제본 등 다양한 제품을 통해 고객의 요구에 맞춘 서비스를 제공합니다.",디지털 인쇄|제본 서비스,,,True,
카사요,https://carsayo.net,"카사요는 자동차 리스, 렌트, 보험, 정비 및 판매 등 자동차 관련 서비스를 제공하는 플랫폼입니다. 소비자 중심의 경영을 통해 안전하고 유리한 자동차 금융 서비스를 제공합니다.",장기렌트|자동차 보험|내 차 팔기 서비스,,,True,
캐롯아이,https://www.carrot-i.com,"캐롯아이는 다양한 데이터를 수집·정제해 AI가 활용할 수 있는 구조로 연결하고, 예측·시뮬레이션·설명까지 하나의 흐름으로 이어 실행 가능한 결과를 만듭니다. 데이터 기반 의사결정을 통해 기업의 설비 다운타임을 줄이고 유지보수 비용을 절감하는 솔루션을 제공합니다.",Preci.MES|Preci.CAST,,,True,
커넥트아이티,https://www.youtube.com,"YouTube는 모든 사람에게 목소리를 제공하고 세상을 보여주는 것을 사명으로 합니다. 우리는 모든 사람이 목소리를 가질 자격이 있으며, 이야기를 통해 서로를 듣고 공유하며 커뮤니티를 구축할 때 세상이 더 나은 곳이 된다고 믿습니다.",YouTube|크리에이터 광고,,,True,
커넥트웨이브,https://connectwave.co.kr,"커넥트웨이브는 이커머스의 연결성과 변화를 통해 고객과 셀러의 연결성을 강화하고, 생성형 AI 기반의 One Team으로 시너지를 극대화하는 데 최선을 다하고 있습니다.",가격비교 서비스|온라인 쇼핑몰 제작 플랫폼,,,True,
커머스온,https://www.commerceon.co.kr,온라인 비즈니스는 커머스온,,,,True,
커머스톤,http://www.comerstone.com,,,,,True,
컴패니언시스템,http://www.cpst.co.kr,"Digital Integration Partner로서 IT Consulting 및 Solution & SI 서비스를 제공합니다. 전략, 시스템, 성공을 통해 고객의 비즈니스 가치를 극대화하는 것을 목표로 합니다.",IT Consulting|Solution & SI,Leading Experts in Every Field,,True,
컷백,https://cutback.video,Cutback는 비디오 편집을 위한 자동화된 도구를 제공하여 스튜디오와 제작자들이 반복적이고 지루한 작업에서 벗어나 창의적인 스토리텔링에 집중할 수 있도록 돕습니다. 고급 AI와 UI/UX를 통해 편집 과정을 간소화하여 더 빠르고 스마트하게 작업할 수 있게 합니다.,Selects by Cutback|Premiere Assistant,,,True,
케어랩스,https://www.carelabs.co.kr,"케어랩스는 모두를 위한 헬스케어 & 뷰티케어 플랫폼 기업으로, 보다 편리한 의료 서비스와 의료 정보 불균형 해소를 위해 노력하고 있습니다. 주요 서비스는 모바일 헬스케어 및 뷰티케어 플랫폼과 의료기관용 CRM 소프트웨어를 포함합니다.",모바일 헬스케어 플랫폼|의료기관용 CRM 소프트웨어,"도전성, 창의성, 팀플레이어",,True,
케이브레인컴퍼니,https://www.kbrainc.com,"케이브레인컴퍼니는 AI, 데이터, 에듀테크 전문성을 바탕으로 공공과 민간의 업무혁신, 역량강화, 교육체계 전환을 함께 설계하고 실행합니다. AI · 데이터 기반 AX 전환으로 공공과 기업의 혁신 가치 창출을 지원합니다.",AI · 데이터 교육|HRD/ISP 컨설팅|에듀테크 솔루션 · 콘텐츠|이러닝 위탁운영|공공AI센터 서비스,급변하는 IT 기반 HRD 사업 영역에서 시장을 선도해 나갈 훌륭한 인재를 모십니다.,,True,
케이비드,https://www.kbid.co.kr,,,,,True,
케이소프트,https://www.ksoft.co.kr,"케이소프트는 e-비즈니스 솔루션을 제공하는 기업으로, 고객의 성공을 경영 목표로 하여 다양한 비즈니스 솔루션을 개발·공급하고 있습니다. ASP 방식을 채택하여 도입 및 개발 비용과 유지보수의 부담을 낮추고 있습니다.",CMS 자동이체|신용카드 자동이체,,"케이소프트는 고객의 성공을 위해 처음부터 끝까지 함께 하겠다는 경영 목표를 가지고 있으며, 비즈니스의 동반자로서 최선의 노력을 다하고 있습니다.",True,
케이씨넷,http://www.kcnet.co.kr,"㈜케이씨넷은 관세행정 IT전문기업으로, 통관·물류에 대한 Insight와 4차 산업 혁명 신기술을 기반으로 고객의 업무편의 증진과 비즈니스 가치를 지속적으로 창출합니다. 관세청이 지정한 ‘전자문서 중계사업자’로서 항공·해상 전자물류 B2G, B2B 서비스를 제공하고 있으며, 관세행정 분야의 IT 컨설팅 사업, SI사업, 빅데이터 및 블록체인 사업, 시스템 유지관리 사업 등 전문영역에서 다양한 사업을 수행하고 있습니다.",전자물류 서비스|IT 컨설팅,도전과 신뢰의 가치를 중요시 여기는 인재와 함께 성장합니다.,정승환 케이씨넷 대표는 관세행정 영역에서 쌓아온 케이씨넷의 공공 IT 역량에 인이지의 예측 및 설명가능 AI 기술력이 더해져 행정 효율성과 리스크 관리의 신뢰도가 더욱 높아질 것으로 기대한다고 말했다.,True,
케이씨엠에스,https://m.jobkorea.co.kr,,,,,True,
케이에스씨앤씨,https://www.ks-cnc.co.kr,"케이에스씨앤씨는 중대형 서버 및 네트워크 전문 회사로서 고객의 요구에 대응하기 위한 적극적인 컨설팅 및 기업 통합, 전산 시스템 구축 그리고 지속적인 안정성 보장을 위한 유지보수 사업을 12년 이상 수행해 오고 있습니다.",하드웨어 및 소프트웨어 솔루션|시스템 통합(SI),,,True,
케이엔비윈텍,https://www.nicebizinfo.com,"NICE평가정보㈜는 국내 최대 신용정보 데이터베이스를 바탕으로 개인신용정보 및 기업신용정보 서비스를 제공하는 종합신용정보회사입니다. 다양한 평가 서비스를 통해 공공기관 및 민간기업의 신용평가, 기술평가, 안전보건평가, ESG평가 등을 수행합니다.",기업신용평가|NICE 지키미,열정과 도전정신을 갖춘 인재,,True,
케이지파이낸셜,https://www.mobilians.co.kr,,,,,True,
케파스,https://www.kephas.kr,"㈜케파스는 데이터 솔루션 기업으로, 데이터 기반 의사결정과 AI 기술을 활용하여 비즈니스 혁신을 이끌어갑니다. IT 솔루션 및 응용 소프트웨어를 개발·구축·유지보수하며, 기업의 IT 환경을 최적화하고 운영 효율성을 극대화하는 전략적 접근 방식을 제공합니다.",FAROS-RMS|FAROS-iOMS|FAROS-AMART|FAROS-AI,,"㈜케파스는 고객의 눈높이에서 함께 고민하며 데이터의 생성·관리·활용을 통해 비즈니스 가치를 높이고, 사람 중심의 기술 철학으로 지속 성장하는 기업이 되겠습니다.",True,
코그니텀,https://cogniterm.com,"코그니텀은 규정과 보안을 지키며 사내 문서를 이해하고, AI 문서 에이전트가 실행까지 이어주는 안전한 AI Agent 플랫폼을 제공합니다. 공공 및 금융 등 보안이 중요한 조직에서도 생성형 AI를 사용하도록 돕는 솔루션을 개발하고 있습니다.",DocuRAG|DocuSafety,,,True,
코그로보,https://kogrobo.com,주식회사 코그로보는 고객 삶 속 숨은 가치를 발견하고 실현하기 위해 AI 기술과 데이터를 활용하여 사회 문제를 해결하는 것을 목표로 하고 있습니다. B2C 앱 서비스와 AI 컨설팅을 통해 다양한 분야에서 혁신을 추구하고 있습니다.,아몽스|마이마더스토리,,,True,
코나체인,https://bizno.net,,,,,True,
코넥,http://www.konecauto.com,,,,,True,
코드랩,https://www.codelabit.co.kr,"코드랩은 AI 에이전트 서비스 개발자 양성을 위한 교육 프로그램을 제공하며, 프로젝트 기반 학습을 통해 개인의 실무 능력을 향상시키는 데 중점을 둡니다. 또한, 인턴십 및 취업 연계 기회를 통해 실무 경험을 쌓을 수 있도록 지원합니다.",AI 에이전트 서비스 개발자 교육|프로젝트 기반 학습,,,True,
코드랩이앤티,https://www.codelabit.co.kr,"코드랩이앤티는 AI 에이전트 서비스 개발자 양성을 위한 교육 프로그램을 제공하며, 프로젝트 기반 학습을 통해 개인의 실무 능력을 향상시키는 데 중점을 둡니다. 또한, 인턴십 및 취업 연계 기회를 통해 실무 경험을 쌓을 수 있도록 지원합니다.",AI 에이전트 서비스 개발자 교육|프로젝트 기반 학습,,,True,
코드모바일,http://www.codemobile.co.kr,"코드모바일은 이동통신사업자(KT, LGU+)로부터 망을 임차하여 동일한 품질을 바탕으로 합리적인 요금을 제공하는 선, 후불 알뜰폰(MVNO) 전문기업입니다.",무선 재판매|알뜰폰 서비스,고객의 Needs에 부합하고 고객입장에서 생각한다. 참신한 아이디어를 통한 새로운 시장을 선도 개척한다. 실패를 두려워 하지 않고 미래를 향해 끊임없이 도전 한다. 올바른 의사결정으로 신뢰받는 기업으로 성장한다.,,True,
코드아이디어,https://www.ipmarket.or.kr,"코드아이디어는 지식재산 거래부터 IP금융까지 통합 지식재산 거래 플랫폼을 제공합니다. 아이디어를 사고, 팔고, 나누는 전 국민 개방혁신 플랫폼입니다.",지식재산 거래 플랫폼|IP금융,,,True,
코디얼,https://www.instagram.com,,,,,True,
코리아아이티컨설팅,http://itall.net,한국아이티컨설팅은 1999년부터 정보시스템 감리 및 컨설팅 분야에서 고객의 꿈을 현실로 만들어왔습니다. 클라우드 기반 빅데이터 플랫폼 구축 및 분석을 통해 고객에게 스마트하고 혁신적인 서비스를 제공합니다.,ICT 컨설팅|정보시스템 감리|PMO|보안 컨설팅,,한국아이티컨설팅은 디지털뉴딜을 현실로 앞당기는 디딤돌이 되겠습니다. 고객의 꿈과 가치를 현실에서 정확하게 구현하기 위해 최선을 다하겠습니다.,True,
코리아정보보안아이티아카데미,https://www.saramin.co.kr,,,,,True,
코리아퍼스텍,http://www.first2000.co.kr,"코리아퍼스텍은 디지털 혁신의 중심에서 고객에게 최적의 솔루션을 제공하며, 데이터 수집과 통합 및 분석, 최적화된 정보시스템 구축, IT 아웃소싱, IT 인프라 설계 및 구축, 다양한 솔루션 기술을 통해 고객의 문제 해결을 돕습니다.",데이터 수집 및 분석|시스템 통합|IT 아웃소싱|IT 인프라 설계,,,True,
코비젼,https://www.covision.co.kr,,,,,False,페이지 크롤링 실패
코어디아이티,https://www.114.co.kr,"코어디아이티는 전화번호 검색 서비스를 제공하는 기업으로, 스팸 및 범죄 번호 조회, 업체 정보 검색, 프리랜서 등록 등의 다양한 서비스를 운영하고 있습니다. 고객이 필요한 정보를 쉽게 찾을 수 있도록 돕는 플랫폼입니다.",전화번호 검색|스팸 DB 조회,,,True,
코어메이드,http://www.coremade.com,"코어메이드는 2009년에 설립되어 IT 분야에서 다양한 솔루션을 제공하는 기업입니다. 주요 파트너로는 LGCNS가 있으며, IT 솔루션 및 시스템 통합 서비스를 전문으로 합니다.",CoreLink|CorePMS,,,True,
코운디티,https://www.jobkorea.co.kr,"코운디티는 의료용 기기를 제조하는 중견기업으로, 다양한 분야의 인재를 채용하고 있습니다. 회사는 신입 및 경력직을 대상으로 한 채용 공고를 통해 인재를 모집하고 있습니다.",의료용 기기,,,True,
코콤,https://www.kocom.co.kr,"KOCOM Co., Ltd.는 스마트 홈 솔루션을 제공하는 기업입니다. 다양한 IoT 기술을 활용하여 안전하고 편리한 생활 환경을 조성하는 데 주력하고 있습니다.",스마트 홈 솔루션|IoT 기술,,,True,
쿡섬,https://ko.wikipedia.org,,,,,True,
퀀텀넥서스,https://www.qtnexus.com,,,,,True,
퀀텀에듀솔루션,http://www.qtedu.kr,퀀텀에듀솔루션은 AI/데이터/웹 기술 기반 HRD 솔루션으로 실질적인 교육의 효과를 설계합니다. 조직의 문제를 해결하는 Problem-Solving Team으로서 맞춤형 교육 솔루션을 제공합니다.,AI/DX 기반 교육 솔루션|조직/리더십 솔루션,"Learning Creator의 핵심가치는 Problem-driven, Designed, not delivered, Measurable Change입니다.",,True,
퀀텀에이아이,https://quantum-ai.ai,금융권에서 발생하는 비정형 데이터의 자산화 AI 기술과 비즈니스 노하우를 갖춘 기업입니다. 자체 개발 기술로 만들어진 통합 모델을 통해 빠르게 도입하고 유연하게 확장할 수 있습니다.,비정형 데이터 자산화 서비스|문서 + 음성 + 텍스트 통합 모델,,,True,
퀸스레시피글로벌,http://queensrecipeglobal.com,"퀸스레시피글로벌은 국내외 다양한 기업 및 브랜드와 협력하여 마케팅 및 유통 서비스를 제공합니다. 주요 사업 영역으로는 타겟 분석, 마케팅 및 바이럴 마케팅, 데이터 분석 등이 포함됩니다.",마케팅 플랫폼|전자상거래,,,True,
큐디의원,https://qdclinic.co.kr,큐디의원은 프리미엄 눈밑지방재배치와 같은 다양한 미용 시술을 제공하는 클리닉입니다. 과학적 설계의 레이저 터치와 첨단 장비를 통해 안전하고 효과적인 시술을 지향합니다.,어븀 눈밑지방재배치|큐디 이중턱|큐디 미니리프팅,,,True,
큐라움,http://www.curaum.com,,,,,True,
큐브플레이어,https://apps.apple.com,,,,,True,
크랜베리Cranberry,https://www.cberry.co.kr,크랜베리는 AI 기술을 활용하여 사회의 안전과 일상의 편안함을 제공하는 기업입니다. 4차 산업 융합 기술과 AI 생태계를 통해 다양한 분야에서 더 큰 가치를 창출하고 있습니다.,AI 음원 분석 솔루션|스마트 시티 솔루션,,,True,
크로스포인트,https://crosspoint.co.kr,,,,,True,
크리스피드,http://www.crespeed.com,,,,,True,
크리트,https://www.cre-te.com,"크리트는 건축, 인테리어, FF&E, 브랜딩 등 다양한 분야에서 프로젝트를 수행하는 기업입니다. 주거, 상업, 공공시설 등 다양한 유형의 공간을 설계하고 개발합니다.",건축 설계|인테리어 디자인,,,True,
클립에듀,https://clipedu.co.kr,"클립에듀는 밀착관리 화상과외 서비스를 제공하며, 학생들의 학습 불편을 해소하고 더 나은 교육 경험을 제공합니다. 또한, 수강생들의 진실된 후기를 통해 신뢰성을 높이고 있습니다.",밀착관리 화상과외|무료 체험수업,,,True,
키다리스튜디오,https://www.kidaristudio.com,"키다리스튜디오는 최고의 스토리를 발굴하여 다양한 미디어를 통해 고객의 풍요로운 디지털라이프를 창조하고 있습니다. 웹툰 IP를 기반으로 MD·굿즈, 숏드라마, 게임 및 인터랙티브 콘텐츠 등 다양한 영역으로 사업을 확장하며, IP의 가치를 입체적으로 키워가고 있습니다.",웹툰|소설,,"키다리스튜디오는 IP를 가장 잘 이해하고, 가장 잘 만들며, 가장 잘 확장하는 글로벌 IP 커머스 리더 기업으로 성장해 나가고자 합니다.",True,
키위즈,https://www.kiwiz.co.kr,"키위즈는 AI 응용 기술, 응용 어플리케이션 개발 기술, IoT 기술 및 개인화 기술을 통신/제조/포털 분야의 파트너들과 협력하여 제공하고 있습니다. 이를 통해 기업의 생산성을 높이고 비용을 절감하는 데 기여하고 있습니다.",AI 기반 서비스|IoT 솔루션,,,True,
키트넷,http://www.kit-net.co.kr,,,,,True,
타라 티 피 에스,https://www.taratps.com,"타라TPS는 고객의 이야기를 담은 특별한 인쇄물을 제작하는 글로벌 원스톱 인쇄출판 기업입니다. 최신 장비와 관리 시스템을 통해 고품질 인쇄물을 제공하며, 친환경 인쇄 기술과 비대면 주문 시스템을 구축하고 있습니다.",인쇄출판|홍보판촉,,,True,
타이드플로,https://www.tideflo.com,,,,,True,
타이코콜렉션,http://www.taiko.kr,"타이코콜렉션은 웹사이트 제작, 쇼핑몰 제작, 학교 프로그램 개발을 전문으로 하는 기업입니다. 또한 무역 및 유통 업무도 진행하고 있습니다.",웹사이트 제작|쇼핑몰 제작|학교 프로그램 개발|소프트웨어 개발,,,True,
타이호인스트,https://www.taihoinst.com,,,,,False,페이지 크롤링 실패
태화이노베이션,http://www.taehwainno.com,"태화이노베이션은 H/W 및 S/W 솔루션을 제공하며, 다양한 비즈니스 주문을 처리합니다. 고객의 요구에 맞춘 솔루션을 통해 효율적인 서비스를 제공합니다.",H/W SOLUTION|S/W SOLUTION,,,True,
테르텐,http://www.teruten.com,"테르텐은 화면 보안 솔루션 및 멀티미디어 DRM 분야에서 국내 1위 기업으로, 다양한 플랫폼에서 데이터 보안 기술을 개발하고 있습니다. 사이버 보안 사업 영역을 확대하며 혁신적인 기술 개발에 힘쓰고 있습니다.",화면 촬영방지 솔루션 CamCube|멀티미디어 DRM MediaShell4,기술개발과 창의적인 인재양성,"김선욱 대표이사는 고객 가치 실현을 위해 노력하며, 국내 최고의 보안 기술기업을 넘어 세계 최고의 보안기술 기업이 되기 위해 끊임없이 노력할 것이라고 전했습니다.",True,
테크온베이스,https://m.jobkorea.co.kr,,,,,True,
테크핀레이팅스,https://www.techfinratings.com,,,,,True,
텐,https://instagram.com,,,,,True,
텔코웨어,https://www.telcoware.com,"텔코웨어는 통신망의 핵심인 Core Network 솔루션 개발을 주력으로 하고 있으며, 통신 분야에서 독보적인 기술 역량을 보유하고 있습니다. 또한 축적된 기술과 노하우를 기반으로 보안 IoT, Cloud, 빅데이터, AI 융합 등으로 사업 영역을 확대하고 있습니다.",IMS Solutions|5G/LTE Core|Cloud|Security|Beyond telecomm.,뛰어난 열정으로 목표를 설정하고 함께 미래로 나갈 인재를 기다립니다.,,True,
투라인클라우드,https://twolinecloud.com,"투라인클라우드는 AI 전환의 기준을 만드는 기업으로, MLOps, LLM, AI Agent, Domain Knowledge 분야에서 300여 건의 프로젝트를 수행하며 실행력을 검증해왔습니다. 클라우드와 MSA 전환의 현장에서 축적된 경험으로 기업의 변화가 실제 성과로 이어지도록 돕습니다.",MSAP.ai|HyperDex,,,True,
투스카이,https://pf.kakao.com,,,,,True,
트립비토즈,https://www.youtube.com,,,,,True,
트인시스템즈,http://www.opensys.co.kr,"트인시스템즈는 30년 업력을 가진 IT Service 전문 기업으로, Infra, Solution, Outsourcing 분야에서 SI 및 SM 서비스를 제공합니다. Palo Alto 차세대 방화벽과 mpProtect 보안 솔루션 구축 및 운영, 유지보수까지 전문적인 서비스를 제공합니다.",Palo Alto 방화벽|mpProtect 보안솔루션,,,True,
티모넷,https://www.t-monet.com,"티모넷은 모바일 결제 솔루션 전문기업으로서 핀테크 시장의 핵심기업으로 성장하고 있으며, 금융보안 사업과 몰입형 미디어아트 사업으로 사업영역을 확장하고 있습니다.",모바일교통카드|댐댐 APP,,"티모넷은 누구도 가보지 않았던 길을 개척하는 기업으로, 세상에 없는 것만 기획하고 만들어내고 구현해내고 있습니다.",True,
티벨,null,null,null,null,null,True,
티업엔조이,https://www.teeupnjoy.com,"티업엔조이는 골프 관련 서비스를 제공하는 플랫폼으로, 고객의 신용카드 정보를 안전하게 보호하며 카드결제 시스템을 운영합니다. 다양한 골프 대회와 예약 서비스를 통해 고객의 편의를 도모합니다.",골프 대회 조인 서비스|신용카드 결제 시스템,,,True,
티웍스아이앤씨,http://www.tworksinc.co.kr,,,,,True,
티유컨설팅,https://tuconsulting.co.kr,"티유컨설팅은 데이터 분야와 IT 전략 수립 분야에서 다양한 경험과 지식을 보유한 전문가로 구성된 데이터 기반의 IT 컨설팅 기업입니다. 신뢰와 완벽한 사업 수행 능력을 바탕으로 지속적으로 컨설팅 사업을 추진하고 있으며, 빠르게 변화하는 IT 환경과 디지털 시대에서 해답과 인사이트를 제공하는 기업이 되겠습니다.",AI 서비스 발굴 및 기획|데이터 전략 및 거버넌스 수립 컨설팅,,,True,
티젠소프트,https://www.tigensoft.co.kr,,,,,False,페이지 크롤링 실패
티케이로지스,https://176189083084326.dbcart.net,"화물차 신차리스와 일자리 연계 시스템을 제공하는 기업입니다. 고객의 요구에 맞는 차량을 제공하며, 무료 견적 조회 서비스를 통해 상담을 지원합니다.",화물차 신차리스|일자리 연계 시스템,,,True,
티티비,https://www.ttb.kr,"TTB는 다양한 분야에서 활동하고 있으며, 고객에게 최상의 서비스를 제공하기 위해 노력하고 있습니다.",서비스 제공|고객 지원,,,True,
티티엠소프트,https://www.nicebizinfo.com,"NICE평가정보㈜는 국내 최고의 종합신용정보회사로, 공공기관 및 민간기업 신용평가, 기술평가, 안전보건평가, ESG평가 등 다양한 평가 서비스를 제공합니다. 개인신용정보 및 기업신용정보 서비스를 제공하며, 신용정보 데이터베이스와 전문인력을 바탕으로 고객에게 가치를 제공합니다.",기업신용평가|NICE BizLINE,열정과 도전정신을 갖춘 인재,"No.1 현분야에서 1등을 넘어, 최강자의 위치 확보를 목표로 하며, 혁신을 통한 새로운 고객 가치 창조를 추구합니다.",True,
팀스파르타,https://spartaclub.kr,"팀스파르타는 AI 기반의 교육 및 커리어 솔루션을 제공하는 기업입니다. 다양한 AI 기술을 활용하여 개인의 역량을 극대화하고, 맞춤형 교육 프로그램을 통해 인재를 양성합니다.",AI 교육 프로그램|커리어 솔루션,,,True,
파란샘,https://www.paransaem.com,"파란샘은 경험으로 증명하고, 기술로 완성하는 IT 파트너입니다.",,,,True,
파이브스페이스,https://recruit.fivespace.kr,"독창적이고 차별화된 시각을 통해 새로운 하우스 문화를 창조합니다. 고객과 구성원 모두가 향유할 수 있는 오감의 경험을 제공하여, 문화 영역 간의 원활한 ‘커뮤니케이션을 디자인'을 합니다.",,"창의적이고 혁신적인 방식으로 소통하며, 세상과 고객을 연결하고 변화를 주도하는 것을 목표로 합니다.",,True,
파인법정의무교육센터,https://www.saramin.co.kr,,,,,True,
팔레트,https://app.catchtable.co.kr,,,,,True,
패스트뷰,https://fastviewglobal.com,Fastview는 아시아의 AI 기반 솔루션을 제공하는 기업입니다. 다양한 산업에 걸쳐 혁신적인 기술을 통해 고객의 요구를 충족시키고 있습니다.,AI 솔루션|데이터 분석 서비스,,,True,
퍼니웍,http://www.funnywork.co.kr,,,,,True,
퍼브,http://www.firstbrain.co.kr,"퍼브는 AI 기반의 HRD 및 솔루션을 제공하며, 조직 학습과 성장을 지원하는 전략적 파트너입니다. 다양한 AI 기술을 활용하여 교육 및 학습 플랫폼을 혁신하고 있습니다.",AI 기반 LMS|AI Playground,,,True,
퍼즐데이터,https://www.puzzledata.com,"퍼즐데이터는 AI 기반의 프로세스 인텔리전스 플랫폼을 제공하는 기업입니다. 주요 서비스로는 프로세스 발견 및 BPMN 모델링을 포함하여, 기업의 운영 효율성을 높이는 솔루션을 제공합니다.",ProDiscovery|Process Intelligence Platform,,,True,
퍼즐에이아이,https://www.puzzle-ai.com,"퍼즐에이아이는 의료 음성인식 AI 의무기록 솔루션을 제공하는 회사로, 의무기록 업무의 모든 접점에서 음성인식 기술을 통해 문서화의 전 단계를 지원합니다. 의료진이 음성으로 기록을 작성하고 요약할 수 있도록 하여, 복잡한 의무 기록을 간단하게 처리할 수 있도록 돕습니다.",의무기록 비서|음성인식 AI 솔루션,,,True,
펜타브리드,https://www.pentabreed.com,,,,,True,
펜타웍스,https://www.pentaworks.xyz,"펜타웍스는 AI Transformation Partner로서 다양한 산업에 걸쳐 AI 기반의 솔루션을 제공하며, 10년 이상의 경험과 60개 이상의 프로젝트를 수행한 기업입니다. 고객의 비즈니스 혁신을 위해 AI 기술을 활용하여 시스템 통합 및 AI 전환 서비스를 제공합니다.",AI Transformation|System Integration,,,True,
포밸류소프트,http://www.4valuesoft.com,"포밸류소프트는 마이데이터 및 디지털 금융 서비스를 제공하는 회사로, 금융권의 비대면 디지털 채널과 신기술 기반의 애플리케이션을 구현합니다. 고객의 목소리를 반영하여 지속적으로 발전하는 것을 목표로 하고 있습니다.",My Data Service application|Digital Banking Service application,포밸류소프트가 계단이 되어 주겠습니다. 여러분의 빛나는 커리어를 시작하세요.,,True,
포소드,http://www.posod.co.kr,"포소드는 인공지능 기반의 보안 솔루션을 제공하는 기업으로, 다양한 보안 위협으로부터 고객의 정보를 안전하게 보호하는 서비스를 제공합니다. 최첨단 기술을 활용하여 지능형 CCTV, 영상 분석, 무인점 관리 솔루션 등을 통해 고객의 성공을 지원합니다.",EVMXㆍ네트워크 비디오 레코더|AI-LINKERㆍ영상분석,,,True,
포스웨이브,www.forcewave.co.kr,"포스웨이브는 공간정보 기반의 융복합 활용체계를 중심으로 새로운 ICT Service 분야를 개척하고, 다양한 분야의 응용 컨설팅과 정보시스템 구축 및 운영에 대한 전문성을 바탕으로 고객의 가치를 실현하는 글로벌 ICT Service 회사입니다.",SI서비스|IT아웃소싱|ICT컨설팅|솔루션서비스,창의적이고 열정에 넘치는 인재를 모십니다.,포스웨이브는 고객과 함께 디자인하여 또 다른 미래를 만들겠다는 다짐을 담고 있습니다.,True,
포스타입,https://www.postype.com,"포스타입은 취향의 가치를 만드는 창작 커뮤니티로, 작가들이 다양한 방식으로 콘텐츠를 발행하고 수익을 창출할 수 있도록 지원합니다. 크리에이터는 유료 멤버십과 리퀘스트 기능을 통해 안정적인 수익을 얻을 수 있습니다.",콘텐츠 발행|유료 멤버십|리퀘스트 서비스,,,True,
포에스시스템,http://www.forsm.co.kr,,,,,False,페이지 크롤링 실패
포이시스,https://foresys.co.kr,"포이시스는 마케팅, 광고대행 및 IT 솔루션 전문 기업으로, 다양한 IT 솔루션과 IMC 솔루션을 고객에게 제공합니다. e-커머스 대행 및 광고·마케팅 대행 사업부문을 통해 고객의 성장과 평판 관리를 지원합니다.",신용평가시스템|e-커머스 대행,,,True,
포인트모바일,https://www.pointmobile.com,"포인트모바일은 2006년 설립 이래, 국내 최고의 기업용 및 산업용 모바일 기기 제조업체로 성장해 왔습니다. 뛰어난 기술 개발과 혁신을 바탕으로, 전 세계 80여 개국에 걸친 글로벌 네트워크를 구축한 선도적인 글로벌 기업입니다.",모바일 컴퓨터|핸드헬드 터미널|RFID 리더|태블릿|블루투스 스캐너|POS,,,True,
